question,document
"Will the name I enter for my certificate be visible online or shared with anyone else, or is it only printed on the certificate?",651ba06b34
"What name actually shows up on the public leaderboard, and is it different from the certificate name?",651ba06b34
"If I want to keep my real name private, can I use a nickname publicly and still put my real name on the certificate?",651ba06b34
Where do I change the leaderboard nickname and the certificate name in the course profile settings?,651ba06b34
"Does the course automatically use my certificate name as my public display name, or are those two separate fields?",651ba06b34
Why doesn’t this course start with LangChain for RAG apps?,b7cdde6b25
"What’s the reason for building retrieval, indexing, prompting, and evaluation by hand first?",b7cdde6b25
"Is LangChain used later in the course, or do we avoid it completely?",b7cdde6b25
Why is it better to learn the core LLM app parts before a framework?,b7cdde6b25
What do you gain by doing the basic RAG pieces yourself instead of using LangChain right away?,b7cdde6b25
Why do I get an OpenAI API Error: Insufficient credits when I run responses.create?,f5df151c59
What does it mean if responses.create fails with an insufficient credits error?,f5df151c59
Is the error from OpenAI responses.create caused by not having enough credits in my account?,f5df151c59
How can I fix the Insufficient credits issue when using the OpenAI responses.create command?,f5df151c59
Why is my OpenAI responses.create command returning an API error about insufficient credits?,f5df151c59
Why am I getting a 429 RateLimitError from OpenAI even though my code looks fine?,152af39a53
"Does OpenAI API have a free tier, or do I need to add billing before using it?",152af39a53
What should I do when the error says I exceeded my current quota and mentions insufficient_quota?,152af39a53
"After I add money to my OpenAI account, do I need to change my API key or anything else?",152af39a53
How do I know which model I can use in `responses.create(...)` after fixing the billing issue?,152af39a53
How much does it usually cost to use the OpenAI API for this course?,554d0eb78b
Do I need to spend a lot of money on OpenAI API calls in Module 1 RAG?,554d0eb78b
"What is the minimum amount I can add to my OpenAI account, and is that enough for the course?",554d0eb78b
"Will using the OpenAI API in the course be expensive, or just a tiny cost?",554d0eb78b
How much should I expect to pay overall when using the OpenAI API for the assignments?,554d0eb78b
Do I need to pay for the OpenAI API to finish the homework in this course?,85384a18e5
Can I complete the course assignments without a paid OpenAI subscription?,85384a18e5
Are there free or cheaper alternatives to the OpenAI API for this course?,85384a18e5
Where can I find a list of OpenAI API alternatives used in the course?,85384a18e5
"Is OpenAI API required for the Module 1 RAG homework, or can I use something else?",85384a18e5
Why does the course recommend using uv instead of pip and virtualenv?,f81dea8f7e
"Do I have to use uv for the setup, or can I still stick with pip and virtualenv?",f81dea8f7e
What makes uv easier or faster than the usual Python tools people use for environments and dependencies?,f81dea8f7e
"Can uv really replace tools like poetry, pyenv, pipx, and pip-tools in one place?",f81dea8f7e
Why are the lessons built around uv if it's not mandatory to use it?,f81dea8f7e
Why does my notebook keep saying OPENAI_API_KEY is missing even though I put it in my .env file?,86d99bbf21
"Do I need python-dotenv for the OpenAI key to work in Jupyter, and how should I load it?",86d99bbf21
What should I run in the notebook before creating the OpenAI client so it can see my env vars?,86d99bbf21
Could the problem be that my .env variable name is wrong? What exact name should I use?,86d99bbf21
"If the API key works in my shell but not in Jupyter, what’s the usual fix?",86d99bbf21
How do I keep API keys in a .env file and read them in Python with dotenv?,233dabe430
"What’s the easiest way to load OpenAI, Groq, or Gemini keys from environment variables?",233dabe430
Should I put my .env file in .gitignore when working on the RAG module?,233dabe430
Do I need to install python-dotenv before using load_dotenv() to get API keys?,233dabe430
How can I safely access OPENAI_API_KEY and GROQ_API_KEY from os.getenv()?,233dabe430
"Is it okay if I don't use the model the homework suggests, and pick another one instead?",ee43413718
What other LLM providers can I use for the RAG homework besides the recommended option?,ee43413718
"Does the assignment require a paid API, or can I do it with free/local models too?",ee43413718
"If I switch to Gemini, Groq, OpenRouter, Azure OpenAI, or a local model, do I need to change the code?",ee43413718
Where can I find a list of OpenAI API alternatives for this course?,ee43413718
How can I use a Gemini API key with the Module 1 notebook if I want to keep the OpenAI-style client?,0ae5c221b9
What do I need to change in the notebook to connect to Google’s OpenAI-compatible endpoint for Gemini?,0ae5c221b9
How do I write the helper function for Gemini chat completions using the OpenAI library?,0ae5c221b9
Why does the course notebook need updates when switching from Responses format to chat completions with Gemini?,0ae5c221b9
"Where should I put my Gemini key, and how do I point the client at the right base URL?",0ae5c221b9
How do I get Pydantic-style parsed output from Gemini if `responses.parse` is not supported on the OpenAI-compatible API?,341f71f28c
What’s the way to use the OpenAI SDK with Gemini and still get structured data back as a model object?,341f71f28c
"Can I call `chat.completions.parse` on Gemini through the OpenAI endpoint, and how would I set up the `response_format`?",341f71f28c
What Pydantic classes should I define if I want Gemini to return a list of FAQ questions and answers?,341f71f28c
Why am I supposed to use chat completions parsing instead of the newer Responses API for structured output with Gemini?,341f71f28c
"How do I install Ollama on my machine, and does the install step differ for Mac, Windows, and Linux?",1d0b969028
"After I set up Ollama, what command should I run to start using Llama 3 locally?",1d0b969028
How can I check that the Ollama server is actually running on my laptop?,1d0b969028
What’s the easiest way to get the Python Ollama library installed for a small script?,1d0b969028
Can you show a basic Python example of sending a chat request to a local Ollama model?,1d0b969028
How do I fix a connection refused error when I prompt Ollama in the RAG homework?,c6fc2d4d11
My Ollama RAG notebook says connection refused — what should I restart?,c6fc2d4d11
Is there a command to bring Ollama back up after a connection refused error?,c6fc2d4d11
"After stopping the notebook, do I need to run the Ollama server cell again?",c6fc2d4d11
What’s the fastest way to recover from Ollama connection refused during the homework?,c6fc2d4d11
Why do I get a different token count with tiktoken than what OpenAI shows in the API response?,bf0403d21b
What extra tokens does OpenAI add in chat completions that I don’t see when I count tokens locally?,bf0403d21b
"If my prompt is 320 tokens in tiktoken, why could OpenAI report something like 327 instead?",bf0403d21b
"Does every message in chat.completions.create() add overhead tokens, and how many are they?",bf0403d21b
"Can whitespace, newlines, or weird Unicode characters make OpenAI’s token count higher than my own count?",bf0403d21b
How can I set my API key once so I don’t have to export it again in every new terminal?,8b2f5e9d04
Is there a tool like direnv that works with both .env and .envrc and is easier to use across different shells?,8b2f5e9d04
What should I put in my project so the key gets loaded automatically when I cd into the folder?,8b2f5e9d04
How do I keep my .env file from being pushed to GitHub when I’m storing secrets locally?,8b2f5e9d04
"If I’m using a Python script or Codespaces, what’s the recommended way to load the API key without hardcoding it?",8b2f5e9d04
How do I decide on the best field weights in minsearch or a similar search engine?,87d4ea4e08
Is there a systematic way to tune search field weights instead of just guessing and testing?,87d4ea4e08
What’s the best way to compare different weighting settings for retrieval in a RAG system?,87d4ea4e08
"Should I use a ground-truth set to pick field weights, and how do I build one?",87d4ea4e08
Which retrieval metrics should I look at when I’m experimenting with search field weights?,87d4ea4e08
What’s the best way to clean docs before using them in a RAG pipeline?,649c280e6d
"Do I need to keep things like titles, dates, and page numbers when preparing data for RAG?",649c280e6d
"Is JSON required for storing documents for retrieval, or can I use something else?",649c280e6d
How should I split documents into chunks so retrieval still works well?,649c280e6d
"Besides cleaning text, what kind of metadata is worth saving for RAG later on?",649c280e6d
"In GitHub Codespaces, when uv says it failed to hardlink files, should I treat that as a real install error or just a warning?",acf8fa5356
"If uv can’t hardlink from the cache to my environment, does the package still get installed somehow?",acf8fa5356
What’s the quickest way to stop the hardlink warning from showing up in my current shell session?,acf8fa5356
How can I make uv always use copying instead of hardlinking in Codespaces so I don’t keep seeing this message?,acf8fa5356
Is there an official place I can check for more details about this uv hardlink/copy behavior?,acf8fa5356
My script says dotenv is not recognized. Do I need to install something first?,0bed1f48da
What package should I add if I want to use load_dotenv in Python?,0bed1f48da
How do I fix the error when dotenv isn't available in my environment?,0bed1f48da
Is there a specific library for loading .env files in this course setup?,0bed1f48da
"After installing the dotenv package, what import should I use in Python?",0bed1f48da
Can I do the course on my own machine instead of using Codespaces?,aa310de435
"Is Codespaces required, or just the simplest option to get started?",aa310de435
What do I need installed if I want to follow the module locally?,aa310de435
Can I use my own setup for the RAG module as long as it works the same?,aa310de435
"If I run everything on my laptop, do I need to keep notes so the setup can be repeated?",aa310de435
"If I keep working in Codespaces but never commit, where does my code actually live?",610ccb23c0
Does my code disappear if a Codespaces VM stops or gets deleted and I didn’t push anything?,610ccb23c0
"Is it enough to just save files in Codespaces, or do I need to commit to GitHub too?",610ccb23c0
What is the safest way to avoid losing my work when using GitHub Codespaces?,610ccb23c0
Will my changes stay only in the Codespaces Linux VM unless I commit them?,610ccb23c0
Why does WSL2 say the model needs more memory than is available even though my PC has enough RAM?,f3dd94f323
How can I give WSL2 more RAM so the model stops failing with a memory error?,f3dd94f323
Where do I put the .wslconfig file on Windows to change WSL2 memory limits?,f3dd94f323
What should I write inside .wslconfig to allocate something like 8GB to WSL2?,f3dd94f323
"After changing the WSL2 memory setting, how do I restart it and check that the new RAM limit was applied?",f3dd94f323
"My Codespace is stuck on ""Finishing up"" and never opens — what's the quickest thing to try first?",830f3d2018
"If GitHub Codespaces keeps failing to reconnect, should I use the browser version or a different browser?",830f3d2018
"What does it mean when my setup looks gone after a rebuild or a new Codespace, and what should I reinstall?",830f3d2018
"Will my files disappear if I stop a Codespace, or only if I delete or recreate it?",830f3d2018
"If Codespaces is still flaky after restarting and switching browsers, is it better to move the course to local setup?",830f3d2018
"Can I swap OpenAI for another LLM provider in this course, or is it required to use OpenAI only?",c6ff9083c0
"If a provider is blocked in my country, what are my options for running the RAG code anyway?",c6ff9083c0
"Which model hosts work with the course code without major changes, just maybe a different API URL and key?",c6ff9083c0
Is it okay to use a local model with tools like Ollama or vLLM instead of calling an external API?,c6ff9083c0
Where can I find a list of good OpenAI alternatives or local model tools for this module?,c6ff9083c0
How can I stop OpenAI 429 errors in the course notebooks when a loop hits the API too many times?,8e21752415
"What’s the easiest way to make rate-limit errors go away: retries, fewer workers, or something else?",8e21752415
Should I cache embeddings and LLM outputs so rerunning the notebook doesn’t keep calling OpenAI again?,8e21752415
Can I batch multiple texts in one API call instead of sending them one by one to avoid limits?,8e21752415
"If I keep getting quota or 429 issues, is it better to use a cheaper model or a different provider like Groq?",8e21752415
"In agentic RAG, what exactly counts as a tool or function the model can use?",c296ea5a21
Do I need to worry about the difference between tools and functions in this course?,c296ea5a21
When would an LLM decide to call a tool instead of answering directly?,c296ea5a21
How are tools/functions in agentic RAG different from the retrieval step in basic RAG?,c296ea5a21
"Can tools in agentic RAG be things like document search, database queries, API calls, or calculations?",c296ea5a21
What free LLMs can I use that support tools or function calling?,0d74a3616f
Does Groq have any models with tool-use support that are free for development?,0d74a3616f
Which providers besides OpenAI support tool or function calling in agentic RAG?,0d74a3616f
"Do I need to change my code if I switch from OpenAI to Groq, Mistral, Gemini, or Ollama?",0d74a3616f
Where can I find the docs for using tool calls with Groq models?,0d74a3616f
Why do I get `AttributeError: 'str' object has no attribute 'output'` when I try `client.responses.create(...)` with a model that isn’t from OpenAI?,9e7b3f0c25
"If I’m using Mistral, Groq, or Gemini, what API should I call instead of the Responses API to read the model reply?",9e7b3f0c25
How do I get the actual text back from a non-OpenAI model when I’m using the chat completions interface?,9e7b3f0c25
"Do I have to stick to OpenAI’s new Responses API for the homework, or is it fine to use `chat.completions` with another provider?",9e7b3f0c25
"When switching from OpenAI Responses API to another provider, what do I need to change besides the way I read the response?",9e7b3f0c25
"Why am I getting the Azure OpenAI 400 error saying tools[0].function is missing, and how should I define the weather tool JSON?",b9c7c6bb34
What should the get_weather_tool structure look like for Azure OpenAI so the function field is accepted?,b9c7c6bb34
I keep seeing missing required parameter: tools[0].function — what exact JSON fix do I need for my weather tool?,b9c7c6bb34
How do I format a function tool for current weather in Azure OpenAI without hitting the invalid_request_error?,b9c7c6bb34
"Can you show the correct get_weather_tool definition with name, description, and city parameter for Azure OpenAI?",b9c7c6bb34
Why do I get a 404 error in toyaikit when I try Groq or another provider that isn’t OpenAI?,0224d980b3
How can I make toyaikit work with Groq using the chat completions API instead of the Responses endpoint?,0224d980b3
What changes do I need in toyaikit if I want to use Anthropic models instead of OpenAI?,0224d980b3
"Is there a way to run toyaikit programmatically with one prompt and get the last message back, without opening the interactive chat loop?",0224d980b3
"Why does toyaikit warn about unknown model pricing with Groq, and is that warning actually a problem?",0224d980b3
Where do I actually find the Module 1 homework questions for the 2026 cohort?,53f15299b6
"Is the homework in the GitHub repo, the course platform, or both?",53f15299b6
What links should I open to see the Module 1 homework instructions and materials?,53f15299b6
"Do I need to check the course management platform, or is GitHub enough for the homework?",53f15299b6
Why does the GitHub homework page seem to have more details than the course platform?,53f15299b6
Why am I getting an empty list back when I filter my query in HW Q3?,83da208a64
What could cause my homework query to return nothing after applying filters?,83da208a64
Is it possible that my index setup is wrong if the filtered search gives an empty result?,83da208a64
Do I need to create the index settings before loading the data for the homework task?,83da208a64
My query works without filters but returns an empty list with them — could this be an indexing issue?,83da208a64
"Why do I get a 402 error from OpenRouter when I call responses.create(), and how can I fix it?",cfb07a27d5
Do I need to set max_output_tokens in my OpenRouter request for the Module 1 homework?,cfb07a27d5
My rag_helper.py call is failing with APIStatusError 402 — what should I change in llm()?,cfb07a27d5
How do I configure ToyAIKit/OpenAIClient so OpenRouter doesn’t reject my request?,cfb07a27d5
"If I still see 402 after adding max_output_tokens, what else should I check in my .env and OpenRouter key settings?",cfb07a27d5
"In Module 1 homework, what does it mean when people say to point RAG at the chunk index?",b4300adeb1
Should I build the search index from the original documents or from the split chunks for the homework?,b4300adeb1
"If my data is in `documents` and `chunks`, which one should I pass to `index.fit()`?",b4300adeb1
Why does the homework say the RAG pipeline should retrieve chunks instead of whole documents?,b4300adeb1
How does using chunks in the index help reduce the context sent to the model?,b4300adeb1
"Do I need my homework numeric answer to match one of the choices exactly, or should I pick the nearest one?",5e4ca64cb5
"If my result is a little different from all the provided options, is that still okay for the homework?",5e4ca64cb5
What can cause my homework answer to be slightly off even when I did the task correctly?,5e4ca64cb5
"When my answer is way different from every option, what should I check first in the homework?",5e4ca64cb5
"Is it normal for homework answers to vary because of filtering, dataset version, or rounding?",5e4ca64cb5
"If the homework prompt on the course page feels confusing, where should I check first to understand what to do?",7d3a2e3505
"For Module 1 in the 2026 cohort, which GitHub pages should I open to find the homework details and materials?",7d3a2e3505
"Why does the homework sometimes look different from the lesson, even though it’s based on the same topic?",7d3a2e3505
What should I do when I still don’t understand the homework after reading the instructions?,7d3a2e3505
"When asking for help in Slack about homework, what kind of output should I paste instead of a screenshot?",7d3a2e3505
"If I’m using a different LLM provider for the Module 1 homework, where should I get the token count from?",fe8fed31e6
"Should I use tiktoken or cl100k_base to count tokens for Gemini, Mistral, Groq, or Hugging Face models?",fe8fed31e6
What token usage field should I look for in an OpenAI-compatible response object?,fe8fed31e6
What do I do if my model provider doesn’t return token usage info at all?,fe8fed31e6
"For the multiple-choice homework, what should I pick if my token count is only an estimate?",fe8fed31e6
"Why does my homework link get rejected with a 500 or other non-200 response, and how can I fix the repo URL so the checker can open it?",bcdb8740ce
"Could the submission fail because my GitHub repo is private, and what do I need to change before resubmitting?",bcdb8740ce
I pasted my repo link but the checker says it can’t fetch it — should I remove the .git part from the URL?,bcdb8740ce
How can I tell if the repo URL I submitted is actually public and reachable for the homework checker?,bcdb8740ce
"What are the common mistakes with the homework repo link, like typos or the wrong format, that cause a non-200 status?",bcdb8740ce
"What exactly are embeddings in vector search, and why do they matter?",69430a79a8
How do embeddings turn text or other non-numerical data into numbers without losing meaning?,69430a79a8
Why should similar inputs produce similar embedding vectors?,69430a79a8
How is the idea of vector space related to embeddings and semantic similarity?,69430a79a8
What does dimensionality reduction have to do with embeddings?,69430a79a8
How do I get rid of the warning about multi-qa-mpnet-base-dot-v1 and sentence-transformers v3.0.0?,aa3f597424
Is there a way to suppress the model warning without changing my code?,aa3f597424
What version of sentence-transformers do I need to stop this warning from showing up?,aa3f597424
Do I just need to upgrade sentence-transformers to fix the 'made on v3.0.0 bet' warning?,aa3f597424
What pip command should I run to silence the warning for multi-qa-mpnet-base-dot-v1?,aa3f597424
"Why did the lesson just use `.dot(...)` for similarity, while the homework says to normalize the vectors first?",92cd22cada
"Are the embeddings from `model.encode(...)` already unit length, and is that why dot product works as cosine similarity there?",92cd22cada
"In the homework with TF-IDF + SVD, why isn't plain dot product enough to measure cosine similarity?",92cd22cada
When can I treat dot product and cosine similarity as the same thing in vector search?,92cd22cada
"Do I always need to normalize embeddings, or only when the model doesn't return normalized vectors?",92cd22cada
"For vector search, is it better to embed just the answer text, just the question, or both together?",5c4a8d2e60
"When I build my vector index, should I store embeddings from the FAQ question, the answer, or question plus answer?",5c4a8d2e60
"Is there a recommended embedding choice for retrieval in module 2, or do I need to test different options on my dataset?",5c4a8d2e60
"Why would embedding only the answer work if users are searching with questions, and why would embedding only the question also work?",5c4a8d2e60
"Should I combine question and text into one input for embeddings, or is that only worth it if it improves hit rate or MRR?",5c4a8d2e60
What exactly does cosine similarity measure when comparing two vectors?,db78580409
How do you use cosine similarity to tell if two documents are alike?,db78580409
Why is cosine similarity common in text analysis with word counts or TF-IDF?,db78580409
"What does it mean if cosine similarity is 1, 0, or -1?",db78580409
"Can cosine similarity be used only with non-zero vectors, and why?",db78580409
Why does cosine similarity end up as just a dot product once the vectors are normalized?,95feb4e75b
How come we can use matrix multiplication to get cosine similarity for all embeddings at once?,95feb4e75b
"If embeddings are unit length, why does their magnitude stop affecting cosine similarity?",95feb4e75b
What makes cosine similarity equivalent to a dot product in vector search?,95feb4e75b
Why is matrix multiplication an efficient way to compare a query vector with many document embeddings?,95feb4e75b
"For Module 2, do I need to create a whole new GitHub repo, or is it enough to make another codespace from the same repo?",1e829a8c6f
Why does the course recommend using a separate codespace for the vector search module instead of keeping everything in my existing one?,1e829a8c6f
"If I make a new codespace for Module 2, do I have to worry about committing my work before I delete it later?",1e829a8c6f
What exactly is the difference between a GitHub repo and a codespace in this course setup?,1e829a8c6f
"Can I just reuse my Module 1 codespace for Module 2, or is it better to start a fresh one?",1e829a8c6f
Why does download.py get stuck at 0% when trying to fetch model.onnx from HuggingFace?,29b69fbe0b
Is there a way to avoid the download hanging in download.py and just get model.onnx manually?,29b69fbe0b
"If the HuggingFace download is blocked or super slow, what should I do to place model.onnx in the right folder?",29b69fbe0b
"Once I save model.onnx locally, will download.py still try to fetch it again every time?",29b69fbe0b
What exact HuggingFace link should I open in the browser to get the ONNX model file?,29b69fbe0b
"Why do `X.dot(v_query)` and the loop version of vector search not match exactly, even though they should be doing the same dot product?",e889793af9
"Is it normal for `np.allclose(scores, scores_loop)` to return `False` when I compare vector search results from a matrix multiply and a Python loop?",e889793af9
What causes the tiny differences between BLAS-based dot products and the for-loop implementation in vector search?,e889793af9
Should I worry if the scores from `X.dot(v)` and the manual loop are a bit different in the last decimals?,e889793af9
What’s the right way to compare vector search outputs if exact equality fails because of floating-point rounding?,e889793af9
Why am I getting IndexError: list index out of range when I try to get the best matching chunk?,1a7b27c4df
What usually causes the best chunk lookup to fail with a list index error in vector search?,1a7b27c4df
How do I make sure my embeddings line up with the chunks so I don't hit this error?,1a7b27c4df
Do I need to build embeddings from the full chunk list instead of some other input?,1a7b27c4df
Why would the number of embedding rows be different from the number of document chunks?,1a7b27c4df
"For Module 2 Q2, my cosine similarity doesn't match any choice — could I be using the wrong embedding model?",eaa17a9dc6
Do I need to use the lightweight ONNX Embedder from embedder.py instead of sentence-transformers for the homework?,eaa17a9dc6
"If my dot product is way off, am I maybe embedding the wrong field, like the filename or full object instead of content?",eaa17a9dc6
"Should I compare the page vector with the query vector from Q1, and are the vectors already normalized?",eaa17a9dc6
"If the cosine value is only a little different from the options, is it okay to choose the nearest one?",eaa17a9dc6
How do I set up the Gemini key for Kestra so both the Copilot and the flows can use it?,3860e5fe8b
Why does Kestra want the API key in a base64-encoded SECRET_ environment variable instead of just the raw value?,3860e5fe8b
What environment variables do I need to export for OpenAI and Tavily before starting the Kestra flows?,3860e5fe8b
"Do I have to restart docker compose after exporting the keys, or will Kestra pick them up automatically?",3860e5fe8b
"In a Kestra YAML flow, how should I reference a secret API key without using the SECRET_ prefix?",3860e5fe8b
"Why does Kestra AI Copilot keep saying it can only help with creating Kestra flows, and what’s the fix?",04440cab11
Do I need to set `GEMINI_API_KEY` or `SECRET_GEMINI_API_KEY` for the Copilot to work in Kestra?,04440cab11
I already added the Gemini key but the Copilot still refuses — what should I check first?,04440cab11
What do I have to export before starting Kestra so the AI Copilot can actually use Gemini?,04440cab11
"Could this Copilot error be caused by quota or a bad key, and how do I tell?",04440cab11
Why does Kestra say my Gemini key is invalid even though I already set SECRET_GEMINI_API_KEY?,c8ca21af33
Could the base64 value for SECRET_GEMINI_API_KEY be wrong if I used echo instead of echo -n?,c8ca21af33
"Do I need to restart Kestra after exporting the secret, or is just setting the env var enough?",c8ca21af33
"In my flow, should I use secret('GEMINI_API_KEY') or the full SECRET_GEMINI_API_KEY name?",c8ca21af33
"What’s the cleanest way to pass Gemini API keys to Kestra, with .env or direct export?",c8ca21af33
Why do we even need an orchestrator like Kestra if I can just run the code in a notebook?,193612db63
What does Kestra add to an AI workflow besides just executing a script once?,193612db63
"In this module, is Kestra mainly for production workflow stuff like retries, scheduling, and monitoring?",193612db63
"How does Kestra fit into the course lessons on AI Copilot, RAG, and agents?",193612db63
"Can I switch between OpenAI, Gemini, Anthropic, and other providers in a Kestra flow without rewriting the whole thing?",193612db63
"Do I have to use Kestra for the whole LLM Zoomcamp, or is it only for Module 3?",cce328db64
"For the capstone project, can I use Airflow or Prefect instead of Kestra?",cce328db64
"If I don't want an orchestrator at all, is a plain Python script enough for the ingestion pipeline?",cce328db64
"Is a Jupyter notebook acceptable for the project, and does it count the same as a script?",cce328db64
"Can I still use OpenAI, Gemini, or Anthropic with Kestra without rewriting the flow?",cce328db64
"Does Kestra work with providers other than Gemini, like Groq or Ollama, or is it Gemini-only?",f442efe5b4
"Can I plug in a local model in Kestra, for example one running with Ollama or LM Studio?",f442efe5b4
"If I switch from Gemini to another AI provider in Kestra, do I need to rewrite the flow or just change one config block?",f442efe5b4
What’s the difference between the generic Kestra AI plugin and the provider-specific ones like Gemini or OpenAI?,f442efe5b4
"For OpenAI-compatible services such as Groq or DeepSeek, do I need a special plugin, or can I just point the OpenAI plugin to their base URL?",f442efe5b4
Is there a way to build a Kestra flow without hand-writing YAML or any code at all?,bfe5502c30
What no-code choices do I have in Kestra besides editing YAML directly?,bfe5502c30
How does the AI Copilot in Kestra actually help if I want to create or change a workflow?,bfe5502c30
Can I use tools like Claude Code or Codex to generate Kestra flows from my editor instead of the UI?,bfe5502c30
"For a simple automation like sending a Slack message after a YouTube upload, should I pick Kestra or something like Zapier/n8n?",bfe5502c30
"Why does ChatGPT sometimes make up Kestra YAML fields that aren’t real, and what’s the best way to catch that?",93a3e8b98c
"I got a flow from an AI assistant with `bucket` and `name` for GCS upload, but Kestra says they don’t exist — what should that look like instead?",93a3e8b98c
"For `LoadFromGcs`, why would an AI split the destination into project, dataset, and table fields, and what’s the correct single field to use?",93a3e8b98c
How can I make sure AI-generated Kestra flow YAML matches the plugin version I’m actually running?,93a3e8b98c
Is there a way to avoid bogus Kestra properties from a generic LLM besides manually fixing the YAML each time?,93a3e8b98c
Why do we keep track of token usage in Kestra workflows when running LLM calls?,a4adc70f41
How does monitoring tokens help with controlling costs in a scheduled or looping flow?,a4adc70f41
Can token counts show whether a prompt is too long or the output is wasting budget?,a4adc70f41
What are the main reasons to watch token usage so a workflow doesn't quietly get expensive?,a4adc70f41
Where in a Kestra AI task would you usually read the token count from the provider response?,a4adc70f41
Why am I getting the Docker Desktop error that says the host path isn’t shared when I try to run Kestra?,dd8b4c9fda
What should I do if Docker says the mount path like /tmp/kestra-wd is denied or not shared from the host?,dd8b4c9fda
How can I let Docker Desktop access /tmp so my container mount works without the mounts denied error?,dd8b4c9fda
Where in Docker Desktop do I add a folder to file sharing to fix the shared path error?,dd8b4c9fda
"After adding /tmp to Docker Desktop file sharing, what should I run again to bring Kestra back up?",dd8b4c9fda
"For the Module 3 Kestra homework, what exactly am I supposed to upload if most of the work was done in the Kestra UI?",f29f622684
"Do I need to submit the flow YAML files from Kestra, or is a README enough for the homework repo?",f29f622684
"If I edited any scripts that the Kestra flows call, should those be included in the public repo too?",f29f622684
Where should I place the Kestra homework files in the repository before submitting the link?,f29f622684
"Do I put the homework answers in the repo, or do they go somewhere else in the Module 3 submission form?",f29f622684
Why am I getting `JSONDecodeError: Expecting value` when I try to parse the LLM output as JSON?,a3c7e1b4f9
How do I make the model return only valid JSON instead of wrapping it in markdown or adding extra text?,a3c7e1b4f9
What is the best way to fix `json.loads(response)` failing in the ground-truth question generation step?,a3c7e1b4f9
Can you show how to force OpenAI to return a JSON object for this evaluation task?,a3c7e1b4f9
What should I put in the prompt so the LLM gives me exactly a JSON object with 5 questions and nothing else?,a3c7e1b4f9
Why does my Jupyter notebook crash when I try to embed the whole ground-truth set?,b8f2d6a30c
What can I do if the embedding step runs out of memory in Codespaces or on a low-RAM laptop?,b8f2d6a30c
Is there a smaller sentence-transformers model I can use instead of the default embedder?,b8f2d6a30c
How do I avoid memory issues by moving the embeddings part out of the notebook?,b8f2d6a30c
Can I fix the kernel crash by batching the ground-truth embeddings and clearing memory between chunks?,b8f2d6a30c
Why does adding `time.sleep(4)` still not stop the quota error when I'm generating the ground-truth data with Gemini?,c1e9f4b820
What can I do if the free Gemini tier keeps hitting both per-minute and per-day limits during a long tqdm run?,c1e9f4b820
"Would switching to OpenAI GPT-4o mini help with rate limits, and is it worth paying a few dollars for it?",c1e9f4b820
Is Groq's free model a good alternative for generating the full ground-truth set without getting blocked by requests limits?,c1e9f4b820
How should I change my thread-pool setup or save progress so I can continue after a rate-limit failure without starting over?,c1e9f4b820
How do I fix the WinError 126 / fbgemm.dll missing error on Windows when importing torch?,15e931476c
"On Windows, torch fails with “The specified module could not be found” for fbgemm.dll — what should I install?",15e931476c
Do I need Visual Studio or Visual Studio Code to solve the fbgemm.dll dependency error in PyTorch on Windows?,15e931476c
What’s the best fix for the Python 3.10 torch fbgemm.dll missing dependency issue on Windows?,15e931476c
"If I get OSError: [WinError 126] while loading torch\lib\fbgemm.dll, what are the recommended solutions?",15e931476c
"I’m getting `could not translate host name ""postgres"" to address` in `prep.py` — what should I change in my `.env` file?",4b65d5542d
How do I fix the `psycopg2.OperationalError` when `python prep.py` can’t find the `postgres` host?,4b65d5542d
"If `POSTGRES_HOST=postgres` breaks my setup, what value should I use instead?",4b65d5542d
What’s the quick fix for `No such host is known` when connecting to Postgres in Module 5?,4b65d5542d
My script fails with a hostname error for `postgres`; should I switch the host to `localhost`?,4b65d5542d
How can I make Pandas show the full text in a column instead of cutting it off?,641aedbbf5
"Why does my Explanation column get truncated in the offline-rag-evaluation notebook, and how do I see the whole thing?",641aedbbf5
What Pandas setting should I change to display the entire judge LLM explanation text?,641aedbbf5
Is there a way to stop Pandas from shortening long strings in a dataframe column?,641aedbbf5
"How do I set Pandas so the full content of a text column is visible, not just the first 50 characters?",641aedbbf5
How do I normalize vectors stored in a Pandas DataFrame column?,5039707c1a
What's a simple way to normalize each vector in a Pandas Series with Pandas?,5039707c1a
Can I use apply to divide every vector in a column by its norm?,5039707c1a
How would I create a new normalized column from an existing vector column in a DataFrame?,5039707c1a
What’s the easiest NumPy/Pandas snippet for normalizing vectors in a DataFrame column?,5039707c1a
How do I get the 75th percentile from a Pandas DataFrame column?,b4c8ac5a0c
What’s the Pandas way to calculate a 0.75 quantile for a Series?,b4c8ac5a0c
How can I compute a percentile for a column in a DataFrame using Pandas?,b4c8ac5a0c
Is there a simple method to find the 75% quantile in Pandas?,b4c8ac5a0c
How do I use quantile() on a DataFrame column to get a percentile value?,b4c8ac5a0c
"How do I delete every Docker container from the terminal, even the ones that are still running?",66ccbb7da0
What command removes all Docker images at once using the command line?,66ccbb7da0
How can I clear out all Docker volumes from my machine with one terminal command?,66ccbb7da0
"Is there a quick way to wipe containers, images, and volumes in Docker from bash?",66ccbb7da0
"What’s the terminal command sequence to fully clean up Docker stuff like containers, images, and volumes?",66ccbb7da0
How can I make the feedback buttons only work once for each submission in Streamlit?,2e729f1271
